Product Id,Set,Edition,Condition,Buy Price,Buy Qty,Sell Qty
"4128410","Black & White 7: Boundaries Crossed","Keldeo - 47/149 - Holo Rare","Near-Mint English Pokemon Card","0.23","8",""
"4128449","Black & White 7: Boundaries Crossed","Klink - 97/149 - Uncommon","Near-Mint English Pokemon Card","0.06","1",""
"4128423","Black & White 7: Boundaries Crossed","Lilligant - 17/149 - Rare","Near-Mint English Pokemon Card","0.08","1",""
"4128412","Black & White 7: Boundaries Crossed","Meloetta - 77/149 - Holo Rare","Near-Mint English Pokemon Card","0.17","5",""
"4128424","Black & White 7: Boundaries Crossed","Musharna - 69/149 - Rare","Near-Mint English Pokemon Card","0.08","4",""
"4127363","Black & White 7: Boundaries Crossed","Oddish - 1/149 - Common","Near-Mint English Pokemon Card","0.06","1",""
"4127369","Black & White 7: Boundaries Crossed","Pignite - 25/149 - Uncommon","Near-Mint English Pokemon Card","0.09","1",""
"4128454","Black & White 7: Boundaries Crossed","Raticate - 105/149 - Uncommon","Near-Mint English Pokemon Card","0.06","2",""
"4128413","Black & White 7: Boundaries Crossed","Samurott - 41/149 - Holo Rare","Near-Mint English Pokemon Card","0.17","3",""
"4128414","Black & White 7: Boundaries Crossed","Scizor - 94/149 - Holo Rare","Near-Mint English Pokemon Card","0.34","3",""
"4127392","Black & White 7: Boundaries Crossed","Scolipede - 74/149 - Holo Rare","Near-Mint English Pokemon Card","0.15","5",""
"4128397","Black & White 7: Boundaries Crossed","Scyther - 7/149 - Common","Near-Mint English Pokemon Card","0.06","2",""
"4128425","Black & White 7: Boundaries Crossed","Shaymin - 10/149 - Rare","Near-Mint English Pokemon Card","0.11","1",""
"4127419","Black & White 7: Boundaries Crossed","Skyla - 134/149 - Uncommon","Near-Mint English Pokemon Card","1.25","15",""
"4127370","Black & White 7: Boundaries Crossed","Squirtle - 29/149 - Common","Near-Mint English Pokemon Card","0.11","3",""
"4128401","Black & White 7: Boundaries Crossed","Switch - 135/149 - Common","Near-Mint English Pokemon Card","0.14","4",""
"4127389","Black & White 7: Boundaries Crossed","Swoobat - 71/149 - Rare","Near-Mint English Pokemon Card","0.08","2",""
"4128417","Black & White 7: Boundaries Crossed","Tangrowth - 6/149 - Holo Rare","Near-Mint English Pokemon Card","0.17","6",""
"4128458","Black & White 7: Boundaries Crossed","Town Map - 136/149 - Uncommon","Near-Mint English Pokemon Card","0.21","10",""
"4127413","Black & White 7: Boundaries Crossed","Unfezant - 125/149 - Rare","Near-Mint English Pokemon Card","0.11","1",""
"4127371","Black & White 7: Boundaries Crossed","Wartortle - 30/149 - Uncommon","Near-Mint English Pokemon Card","0.08","3",""
"4128428","Black & White 7: Boundaries Crossed","Whimsicott - 15/149 - Rare","Near-Mint English Pokemon Card","0.12","2",""
"4128429","Black & White 7: Boundaries Crossed","White Kyurem - 102/149 - Rare","Near-Mint English Pokemon Card","0.13","2",""
"4128418","Black & White 7: Boundaries Crossed","Zebstrika - 57/149 - Holo Rare","Near-Mint English Pokemon Card","0.15","1",""
"4554061","","Dialga-EX - 122/119 - Full Art Secret Rare","Near Mint English Pokemon Card","25.00","12",""
"4554020","XY Phantom Forces Singles","AZ - 117/119 - Full Art Ultra Rare","Near Mint English Pokemon Card","2.90","30",""
"4554060","XY Phantom Forces Singles","Aegislash-EX - 65/119 - Ultra Rare","Near Mint English Pokemon Card","2.15","63",""
"4554062","XY Phantom Forces Singles","Dialga-EX - 62/119 - Ultra Rare","Near Mint English Pokemon Card","7.30","18",""
"4554021","XY Phantom Forces Singles","Florges-EX - 116/119 - Full Art Ultra Rare","Near Mint English Pokemon Card","3.85","24",""
"4554063","XY Phantom Forces Singles","Florges-EX - 67/119 - Ultra Rare","Near Mint English Pokemon Card","1.75","54",""
"4554022","XY Phantom Forces Singles","Gengar-EX - 114/119 - Full Art Ultra Rare","Near Mint English Pokemon Card","13.75","16",""
"4554064","XY Phantom Forces Singles","Gengar-EX - 34/119 - Ultra Rare","Near Mint English Pokemon Card","7.30","65",""
"4554023","XY Phantom Forces Singles","Lysandre's Trump Card - 118/119 - Full Art Ultra Rare","Near Mint English Pokemon Card","4.20","10",""
"4554066","XY Phantom Forces Singles","M Gengar-EX - 121/119 - Secret Rare","Near Mint English Pokemon Card","16.00","4",""
"4554065","XY Phantom Forces Singles","M Gengar-EX - 35/119 - Ultra Rare","Near Mint English Pokemon Card","11.75","53",""
"4554067","XY Phantom Forces Singles","M Manectric-EX - 120/119 - Secret Rare","Near Mint English Pokemon Card","12.75","4",""
"4554068","XY Phantom Forces Singles","M Manectric-EX - 24/119 - Ultra Rare","Near Mint English Pokemon Card","13.75","33",""
"4554024","XY Phantom Forces Singles","Malamar-EX - 115/119 - Full Art Ultra Rare","Near Mint English Pokemon Card","4.85","17",""
"4554069","XY Phantom Forces Singles","Malamar-EX - 58/119 - Ultra Rare","Near Mint English Pokemon Card","2.35","68",""
"4554025","XY Phantom Forces Singles","Manectric-EX - 113/119 - Full Art Ultra Rare","Near Mint English Pokemon Card","4.75","26",""
"4554070","XY Phantom Forces Singles","Manectric-EX - 23/119 - Ultra Rare","Near Mint English Pokemon Card","9.00","17",""
"4554026","XY Phantom Forces Singles","Xerosic - 119/119 - Full Art Ultra Rare","Near Mint English Pokemon Card","2.30","17",""
"4554043","XY Phantom Forces Singles","Crobat - 33/119 - Rare","Near-Mint English Pokemon Card","0.08","5",""
"4554033","XY Phantom Forces Singles","Head Ringer - 97/119 - Holo Rare","Near-Mint English Pokemon Card","6.10","32",""
"4554037","XY Phantom Forces Singles","Jamming Net - 98/119 - Holo Rare","Near-Mint English Pokemon Card","1.75","19",""
"4554104","XY Phantom Forces Singles","VS Seeker - 109/119 - Uncommon","Near-Mint English Pokemon Card","0.41","22",""
"4500192","","M Lucario-EX - 113/111 - Ultra Rare","Near Mint English Pokemon Card","16.50","12",""
"4500149","XY Furious Fists Singles","Battle Reporter - 109/111 - Full Art Ultra Rare","Near Mint English Pokemon Card","2.20","4",""
"4500150","XY Furious Fists Singles","Dragonite-EX - 108/111 - Full Art Ultra Rare","Near Mint English Pokemon Card","4.00","4",""
"4500185","XY Furious Fists Singles","Dragonite-EX - 74/111 - Ultra Rare","Near Mint English Pokemon Card","1.65","7",""
"4500151","XY Furious Fists Singles","Fossil Researcher - 110/111 - Full Art Ultra Rare","Near Mint English Pokemon Card","1.25","10",""
"4500186","XY Furious Fists Singles","Hawlucha-EX - 64/111 - Ultra Rare","Near Mint English Pokemon Card","2.20","14",""
"4500152","XY Furious Fists Singles","Heracross-EX - 105/111 - Full Art Ultra Rare","Near Mint English Pokemon Card","2.65","7",""
"4500187","XY Furious Fists Singles","Heracross-EX - 4/111 - Ultra Rare","Near Mint English Pokemon Card","2.65","23",""
"4500153","XY Furious Fists Singles","Korrina - 111/111 - Full Art Ultra Rare","Near Mint English Pokemon Card","6.40","4",""
"4500154","XY Furious Fists Singles","Lucario-EX - 107/111 - Full Art Ultra Rare","Near Mint English Pokemon Card","13.00","4",""
"4500188","XY Furious Fists Singles","Lucario-EX - 54/111 - Ultra Rare","Near Mint English Pokemon Card","3.40","19",""
"4500190","XY Furious Fists Singles","M Heracross-EX - 112/111 - Ultra Rare","Near Mint English Pokemon Card","8.00","11",""
"4500189","XY Furious Fists Singles","M Heracross-EX - 5/111 - Ultra Rare","Near Mint English Pokemon Card","9.40","14",""
"4500191","XY Furious Fists Singles","M Lucario-EX - 55/111 - Ultra Rare","Near Mint English Pokemon Card","14.50","18",""
"4500155","XY Furious Fists Singles","Seismitoad-EX - 106/111 - Full Art Ultra Rare","Near Mint English Pokemon Card","13.00","13",""
"4500193","XY Furious Fists Singles","Seismitoad-EX - 20/111 - Ultra Rare","Near Mint English Pokemon Card","8.60","4",""
"4500166","XY Furious Fists Singles","Beartic - 22/111 - Rare","Near-Mint English Pokemon Card","0.10","6",""
"4500157","XY Furious Fists Singles","Clawitzer - 24/111 - Holo Rare","Near-Mint English Pokemon Card","0.15","3",""
"4500171","XY Furious Fists Singles","Glaceon - 19/111 - Rare","Near-Mint English Pokemon Card","0.08","6",""
"4500158","XY Furious Fists Singles","Hawlucha - 63/111 - Holo Rare","Near-Mint English Pokemon Card","0.39","8",""
"4500176","XY Furious Fists Singles","Jynx - 37/111 - Rare","Near-Mint English Pokemon Card","0.08","3",""
"4500159","XY Furious Fists Singles","Landorus - 58/111 - Holo Rare","Near-Mint English Pokemon Card","0.31","20",""
"4500163","XY Furious Fists Singles","Slaking - 83/111 - Holo Rare","Near-Mint English Pokemon Card","0.15","7",""
"4500224","XY Furious Fists Singles","Strong Energy - 104/111 - Uncommon","Near-Mint English Pokemon Card","0.20","5",""
"4500183","XY Furious Fists Singles","Tornadus - 86/111 - Rare","Near-Mint English Pokemon Card","0.08","1",""
"4360172","","N - BW100 - League Promo","Near Mint English Pokemon Card","4.50","12",""
"4213977","Black & White Promos","Darkrai - BW73 - Oversized Full Art Ultra Rare","English Near Mint","1.55","4",""
"3770947","Black & White Promos","Altaria - BW48 - (Staff) Holo Pre-Release Promo","Near Mint English Pokemon Card","3.85","1",""
"3770946","Black & White Promos","Altaria - BW48 - Holo Pre-Release Promo","Near Mint English Pokemon Card","0.55","1",""
"4221294","Black & White Promos","Ampharos - BW67 - Holo Promo","Near Mint English Pokemon Card","4.35","4",""
"3149565","Black & White Promos","Axew - BW10 - Holo Rare","Near Mint English Pokemon Card","0.80","3",""
"3770951","Black & White Promos","Axew - BW16 - Promo","Near Mint English Pokemon Card","11.75","1",""
"3285806","Black & White Promos","Axew - BW26 - Holo Promo","Near Mint English Pokemon Card","0.80","3",""
"4181681","Black & White Promos","Black Kyurem-EX - BW62 - Ultra Rare","Near Mint English Pokemon Card","8.30","4",""
"4316690","Black & White Promos","Champions Festival - BW-P - Japanese Worlds '13 Promo","Near Mint English Pokemon Card","7.10","2",""
"4316683","Black & White Promos","Champions Festival - BW95 - (Top Thirty-Two) Worlds '13 Promo","Near Mint English Pokemon Card","16.25","2",""
"4316687","Black & White Promos","Champions Festival - BW95 - French Worlds '13 Promo (Festival des Champions)","Near Mint English Pokemon Card","11.75","2",""
"4316688","Black & White Promos","Champions Festival - BW95 - German Worlds '13 Promo (Festival der Champions)","Near Mint English Pokemon Card","5.10","6",""
"4316689","Black & White Promos","Champions Festival - BW95 - Italian Worlds '13 Promo (Festa dei Campioni)","Near Mint English Pokemon Card","4.90","3",""
"4316685","Black & White Promos","Champions Festival - BW95 - Portuguese Worlds '13 Promo (Festival dos Campeoes)","Near Mint English Pokemon Card","4.20","4",""
"4316686","Black & White Promos","Champions Festival - BW95 - Spanish Worlds '13 Promo (Festival de Campeones)","Near Mint English Pokemon Card","9.40","2",""
"4176545","Black & White Promos","Cobalion - BW72 - Shattered Holo Promo","Near Mint English Pokemon Card","0.27","2",""
"4213976","Black & White Promos","Darkrai - BW73 - Full Art Ultra Rare","Near Mint English Pokemon Card","3.85","15",""
"3806051","Black & White Promos","Darkrai-EX - BW46 - Ultra Rare","Near Mint English Pokemon Card","3.75","14",""
"4292135","Black & White Promos","Deoxys-EX - BW82 - Ultra Rare","Near Mint English Pokemon Card","2.95","4",""
"4337599","Black & White Promos","Drifblim - BW64 - Holo Promo","Near Mint English Pokemon Card","5.80","8",""
"3286044","Black & White Promos","Ducklett - BW17 - Holo Rare","Near Mint English Pokemon Card","0.05","1",""
"4344019","Black & White Promos","Eevee - BW94 - Holo Promo","Near Mint English Pokemon Card","0.70","9",""
"4337596","Black & White Promos","Electrode - BW76 - Holo Promo","Near Mint English Pokemon Card","2.20","7",""
"4157940","Black & White Promos","Elgyem - BW55 - Promo","Near Mint English Pokemon Card","1.00","1",""
"3179691","Black & White Promos","Emboar - BW21 - Holo Promo","Near Mint English Pokemon Card","0.55","1",""
"4410884","Black & White Promos","Empoleon - BW56 - Holo Promo","Near Mint English Pokemon Card","0.22","1",""
"4344020","Black & White Promos","Espeon - BW92 - Holo Promo","Near Mint English Pokemon Card","0.23","1",""
"4344021","Black & White Promos","Flareon - BW88 - Holo Promo","Near Mint English Pokemon Card","0.07","1",""
"4127446","Black & White Promos","Flygon - BW53 - (Staff) Holo Pre-Release Promo","Near Mint English Pokemon Card","5.90","2",""
"4127445","Black & White Promos","Flygon - BW53 - Holo Pre-Release Promo","Near Mint English Pokemon Card","1.30","3",""
"4337598","Black & White Promos","Genesect - BW86 - Holo Promo","Near Mint English Pokemon Card","4.35","4",""
"4213975","Black & White Promos","Giratina - BW74 - Full Art Ultra Rare","Near Mint English Pokemon Card","2.95","4",""
"4344022","Black & White Promos","Glaceon - BW90 - Holo Promo","Near Mint English Pokemon Card","0.06","1",""
"4196806","Black & White Promos","Haxorus - BW57 - Holo Promo","Near Mint English Pokemon Card","0.30","1",""
"4344023","Black & White Promos","Jolteon - BW91 - Holo Promo","Near Mint English Pokemon Card","0.14","1",""
"3791097","Black & White Promos","Keldeo - BW60 - Holo Promo","Near Mint English Pokemon Card","0.55","3",""
"4181680","Black & White Promos","Keldeo-EX - BW61 - Ultra Rare","Near Mint English Pokemon Card","2.95","37",""
"3592298","Black & White Promos","Kyurem - BW44 - Holo Promo","Near Mint English Pokemon Card","2.25","12",""
"3293171","Black & White Promos","Kyurem-EX - BW37 - Promo Single","Near Mint English Pokemon Card","1.90","16",""
"3496822","Black & White Promos","Landorus - BW43 - Forces of Nature Full Art Promo","Near Mint English Pokemon Card","1.30","8",""
"4344024","Black & White Promos","Leafeon - BW87 - Holo Promo","Near Mint English Pokemon Card","0.10","1",""
"4157942","Black & White Promos","Lillipup - BW52 - Reverse Holo Promo","Near Mint English Pokemon Card","2.00","4",""
"3285807","Black & White Promos","Litwick - BW27 - Holo Promo","Near Mint English Pokemon Card","0.65","2",""
"4337597","Black & White Promos","Lucario - BW85 - Holo Promo","Near Mint English Pokemon Card","3.05","4",""
"4292137","Black & White Promos","Lugia-EX - BW83 - Ultra Rare","Near Mint English Pokemon Card","2.95","4",""
"3697719","Black & White Promos","Luxio - BW34 - Holo Promo","Near Mint English Pokemon Card","0.29","1",""
"3752234","Black & White Promos","Luxio - BW34 - Shattered Holo Promo","Near Mint English Pokemon Card","0.50","1",""
"3770950","Black & White Promos","Meowth - BW35 - Promo","Near Mint English Pokemon Card","0.34","3",""
"4205407","Black & White Promos","Metagross - BW75 - (Staff) Holo Pre-Release Promo","Near Mint English Pokemon Card","3.15","1",""
"4205408","Black & White Promos","Metagross - BW75 - Holo Pre-Release Promo","Near Mint English Pokemon Card","0.46","1",""
"3806050","Black & White Promos","Mewtwo-EX - BW45 - Ultra Rare","Near Mint English Pokemon Card","8.00","7",""
"4389825","Black & White Promos","Minccino - BW13 - Shattered Holo Promo","Near Mint English Pokemon Card","0.15","1",""
"4221295","Black & White Promos","Ninetales - BW66 - Holo Promo","Near Mint English Pokemon Card","9.70","4",""
"3098109","Black & White Promos","Oshawott - BW03 - Holo Rare","Near Mint English Pokemon Card","0.08","1",""
"3177362","Black & White Promos","Oshawott - BW08 - Holo Promo","Near Mint English Pokemon Card","0.14","3",""
"3235661","Black & White Promos","Pansage - BW11 - Holo Rare","Near Mint English Pokemon Card","0.19","4",""
"3770953","Black & White Promos","Pansage - BW14 - Promo","Near Mint English Pokemon Card","6.20","4",""
"3770952","Black & White Promos","Pidove - BW15 - Promo","Near Mint English Pokemon Card","6.60","1",""
"4157941","Black & White Promos","Pikachu - BW54 - Promo","Near Mint English Pokemon Card","1.60","1",""
"4525148","Black & White Promos","Pikachu - BW77 - Promo","Near Mint English Pokemon Card","6.40","4",""
"4337595","Black & White Promos","Porygon-Z - BW84 - (Staff) Holo Pre-Release Promo","Near Mint English Pokemon Card","1.60","4",""
"4337594","Black & White Promos","Porygon-Z - BW84 - Holo Pre-Release Promo","Near Mint English Pokemon Card","0.42","1",""
"4525149","Black & White Promos","Raichu - BW78 - Promo","Near Mint English Pokemon Card","8.30","3",""
"3806052","Black & White Promos","Rayquaza-EX - BW47 - Ultra Rare","Near Mint English Pokemon Card","4.65","7",""
"3108073","Black & White Promos","Reshiram - BW004 - Holo Rare","Near Mint English Pokemon Card","0.06","2",""
"3165875","Black & White Promos","Reshiram - BW23 - Holo Promo","Near Mint English Pokemon Card","0.55","3",""
"3293172","Black & White Promos","Reshiram-EX - BW36 - Promo Single","Near Mint English Pokemon Card","2.05","19",""
"4410883","Black & White Promos","Riolu - BW33 - Non Holo Promo","Near Mint English Pokemon Card","0.08","1",""
"4345213","Black & White Promos","Scraggy - BW25 - Holo Promo","Near Mint English Pokemon Card","0.05","2",""
"3288302","Black & White Promos","Scraggy - BW25 - Shattered Holo Rare","Near Mint English Pokemon Card","0.39","1",""
"3179690","Black & White Promos","Serperior - BW20 - Holo Promo","Near Mint English Pokemon Card","0.05","3",""
"3098108","Black & White Promos","Snivy - BW01 - Holo Rare","Near Mint English Pokemon Card","0.09","2",""
"3177363","Black & White Promos","Snivy - BW06 - Holo Promo","Near Mint English Pokemon Card","0.15","5",""
"3098107","Black & White Promos","Tepig - BW02 - Holo Rare","Near Mint English Pokemon Card","0.05","2",""
"3177364","Black & White Promos","Tepig - BW07 - Holo Promo","Near Mint English Pokemon Card","0.10","1",""
"4176544","Black & White Promos","Terrakion - BW71 - Shattered Holo Promo","Near Mint English Pokemon Card","0.27","4",""
"4292136","Black & White Promos","Thundurus-EX - BW81 - Ultra Rare","Near Mint English Pokemon Card","2.85","9",""
"4248348","Black & White Promos","Tropical Beach - BW-P - Japanese Worlds '11 Promo","Near Mint English Pokemon Card","40.25","2",""
"4316693","Black & White Promos","Tropical Beach - BW-P - Japanese Worlds '12 Promo","Near Mint English Pokemon Card","29.25","2",""
"3394491","Black & White Promos","Tropical Beach - BW28 - (Staff) Worlds '11 Promo","Near Mint English Pokemon Card","94.00","2",""
"3752224","Black & White Promos","Tropical Beach - BW28 - (Top Sixteen) Worlds '11 Promo","Near Mint English Pokemon Card","98.00","2",""
"3394492","Black & White Promos","Tropical Beach - BW28 - (Top Thirty-Two) Worlds '11 Promo","Near Mint English Pokemon Card","74.00","1",""
"4179315","Black & White Promos","Tropical Beach - BW28 - French Worlds '11 Promo (Plage Tropicale)","Near Mint English Pokemon Card","26.25","3",""
"4179316","Black & White Promos","Tropical Beach - BW28 - German Worlds '11 Promo (Tropischer Strand)","Near Mint English Pokemon Card","24.25","2",""
"4179317","Black & White Promos","Tropical Beach - BW28 - Italian Worlds '11 Promo (Spiaggia Tropicale)","Near Mint English Pokemon Card","11.75","3",""
"3770944","Black & White Promos","Tropical Beach - BW28 - Portuguese Worlds '11 Promo (Praia Tropical)","Near Mint English Pokemon Card","13.50","3",""
"4179318","Black & White Promos","Tropical Beach - BW28 - Spanish Worlds '11 Promo (Playa Tropical)","Near Mint English Pokemon Card","49.25","2",""
"3701276","Black & White Promos","Tropical Beach - BW28 - Worlds '11 Promo","Near Mint English Pokemon Card","89.00","2",""
"4127432","Black & White Promos","Tropical Beach - BW50 - (Staff) Worlds '12 Promo","Near Mint English Pokemon Card","86.00","2",""
"4127436","Black & White Promos","Tropical Beach - BW50 - German Worlds '12 Promo (Tropischer Strand)","Near Mint English Pokemon Card","21.00","2",""
"4127438","Black & White Promos","Tropical Beach - BW50 - Italian Worlds '12 Promo (Spiaggia Tropicale)","Near Mint English Pokemon Card","25.75","3",""
"4127437","Black & White Promos","Tropical Beach - BW50 - Portuguese Worlds '12 Promo (Praia Tropical)","Near Mint English Pokemon Card","24.25","3",""
"4127435","Black & White Promos","Tropical Beach - BW50 - Spanish Worlds '12 Promo (Playa Tropical)","Near Mint English Pokemon Card","14.75","1",""
"4344025","Black & White Promos","Umbreon - BW93 - Holo Promo","Near Mint English Pokemon Card","0.70","6",""
"4344026","Black & White Promos","Vaporeon - BW89 - Holo Promo","Near Mint English Pokemon Card","0.26","2",""
"3288305","Black & White Promos","Victini - BW32 - Holo Rare","Near Mint English Pokemon Card","0.10","3",""
"3286048","Black & White Promos","Victory Cup (1st Place) - BW31 - Pokemon Battle Road Autumn 2011","Near Mint English Pokemon Card","4.85","2",""
"4161324","Black & White Promos","Victory Cup (1st Place) - BW31 - Pokemon Battle Road Autumn 2012","Near Mint English Pokemon Card","3.85","3",""
"4248341","Black & White Promos","Victory Cup (1st Place) - BW31 - Pokemon Battle Road Spring 2013","Near Mint English Pokemon Card","2.10","2",""
"3752225","Black & White Promos","Victory Cup (1st Place) - BW31 - Pokemon Battle Roads Spring 2012","Near Mint English Pokemon Card","4.35","1",""
"3286049","Black & White Promos","Victory Cup (2nd Place) - BW30 - Pokemon Battle Road Autumn 2011","Near Mint English Pokemon Card","5.60","2",""
"4161224","Black & White Promos","Victory Cup (2nd Place) - BW30 - Pokemon Battle Road Autumn 2012","Near Mint English Pokemon Card","1.20","3",""
"3752226","Black & White Promos","Victory Cup (2nd Place) - BW30 - Pokemon Battle Road Spring 2012","Near Mint English Pokemon Card","4.70","4",""
"4248340","Black & White Promos","Victory Cup (2nd Place) - BW30 - Pokemon Battle Road Spring 2013","Near Mint English Pokemon Card","2.20","1",""
"3286050","Black & White Promos","Victory Cup (3rd Place) - BW29 - Pokemon Battle Road Autumn 2011","Near Mint English Pokemon Card","4.35","1",""
"4161323","Black & White Promos","Victory Cup (3rd Place) - BW29 - Pokemon Battle Road Autumn 2012","Near Mint English Pokemon Card","5.50","3",""
"4247398","Black & White Promos","Victory Cup (3rd Place) - BW29 - Pokemon Battle Road Spring 2013","Near Mint English Pokemon Card","2.95","4",""
"3752227","Black & White Promos","Victory Cup (3rd Place) - BW29 - Pokemon Battle Roads Spring 2012","Near Mint English Pokemon Card","3.95","4",""
"4176543","Black & White Promos","Virizion - BW70 - Shattered Holo Promo","Near Mint English Pokemon Card","0.23","2",""
"3770949","Black & White Promos","Volcarona - BW40 - (Staff) Holo Pre-Release Promo","Near Mint English Pokemon Card","1.45","1",""
"3770948","Black & White Promos","Volcarona - BW40 - Holo Pre-Release Promo","Near Mint English Pokemon Card","0.34","4",""
"4181682","Black & White Promos","White Kyurem-EX - BW63 - Ultra Rare","Near Mint English Pokemon Card","7.30","5",""
"3108074","Black & White Promos","Zekrom - BW005 - Holo Rare","Near Mint English Pokemon Card","0.24","1",""
"3165876","Black & White Promos","Zekrom - BW24 - Holo Rare","Near Mint English Pokemon Card","1.15","5",""
"3293173","Black & White Promos","Zekrom-EX - BW38 - Promo Single","Near Mint English Pokemon Card","2.40","10",""
"3129051","Black & White Promos","Zoroark - BW09 - Holo Rare","Near Mint English Pokemon Card","0.10","2",""
"3235662","Black & White Promos","Zorua - BW12 - Holo Rare","Near Mint English Pokemon Card","0.05","2",""
"4172371","Black & White Promos","Crobat - BW51 - Holo Pre-Release Promo","Near-Mint English Pokemon Card","0.60","2",""
"4418998","","Yveltal-EX  -XY08 - Ultra Rare","Near Mint English Pokemon Card","4.75","12",""
"4430962","Pokemon Promo Cards","Garchomp EX - XY09 - Oversized Ultra Rare Promo","English Near Mint","1.30","8",""
